name,img,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url
ASK Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/285507107.webp?k=97bd0994dab82accba115a8e2b8231f5ae71f705e3340f178c8e78648e4fe588&o=," 1,773","1 night, 1 adult",Triple Room with Bathroom,"2 beds
(1 single, 1 large double)",8.1,Very good,69 reviews,https://www.booking.com/hotel/lk/ask-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=157756002_206200530_2_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=159&highlighted_blocks=157756002_206200530_2_42_0&hpos=9&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=157756002_206200530_2_42_0__900&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ayubo Ella,https://cf.bstatic.com/xdata/images/hotel/square200/113868643.webp?k=2ace47e45a779d68358ef98d784b6e1c05fbca2bb67f7225a8e5aa1eae0e3de4&o=," 4,679","1 night, 1 adult",King Room with Mountain View,1 double bed,8.5,Very good,80 reviews,https://www.booking.com/hotel/lk/ayubo-resort-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=260871715_120276328_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=160&highlighted_blocks=260871715_120276328_1_41_0&hpos=10&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=260871715_120276328_1_41_0__2375&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Uduwara Guest(River View),https://cf.bstatic.com/xdata/images/hotel/square200/141971134.webp?k=387573c156023dace2fa98e67fbcfde21b5edf1d6060505d5bb114bf27df9b57&o=, 603,"1 night, 1 adult",Bunk Bed in Female Dormitory Room,1 single bed,7.2,Good,49 reviews,https://www.booking.com/hotel/lk/uduwara-guest-river-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=337050207_186261995_0_40_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=161&highlighted_blocks=337050207_186261995_0_40_0&hpos=11&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=337050207_186261995_0_40_0__306&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Nimal Nest Inn,https://cf.bstatic.com/xdata/images/hotel/square200/49109366.webp?k=f0b61d65f1e58f3502df304e8d1e05a02cd10268dcf539ee13a480a5ab0e1aee&o=," 8,865","1 night, 1 adult",Deluxe Triple Room,"2 beds
(1 double, 1 large double)",9.5,Exceptional,146 reviews,https://www.booking.com/hotel/lk/nimal-chamodya-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=141168401_119419543_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=162&highlighted_blocks=141168401_119419543_1_1_0&hpos=12&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=141168401_119419543_1_1_0__4500&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Welcome Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/207401330.webp?k=305128836efce232ef5edc3300a52b8d2f34769479709508f839494df7a34ed1&o=," 4,531","1 night, 1 adult",Budget Double Room,1 double bed,8.8,Fabulous,82 reviews,https://www.booking.com/hotel/lk/hill-view-home-stay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=188405203_94053948_1_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=163&highlighted_blocks=188405203_94053948_1_2_0&hpos=13&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=188405203_94053948_1_2_0__2300&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Nature Resort,https://cf.bstatic.com/xdata/images/hotel/square200/59648405.webp?k=9c30f0f87cccfc77fa56cddc75e0d15f98b5e349dd4ca1222f09ed7f5c2ffe17&o=," 3,191","1 night, 1 adult",Double Room with Private Bathroom,1 large double bed,8.6,Fabulous,79 reviews,https://www.booking.com/hotel/lk/ella-nature-resort.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=159841201_107330346_0_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=166&highlighted_blocks=159841201_107330346_0_2_0&hpos=16&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=159841201_107330346_0_2_0__1620&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Samiru Guest Inn Ella,https://cf.bstatic.com/xdata/images/hotel/square200/211401941.webp?k=84cd0c38b90d96e80de0cbd843867c4a9817484253a5aa4430d11fe5fe994312&o=," 2,069","1 night, 1 adult",Budget Double Room,1 double bed,9.3,Superb,124 reviews,https://www.booking.com/hotel/lk/samiru-guest-inn-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=160054602_200529339_1_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=167&highlighted_blocks=160054602_200529339_1_42_0&hpos=17&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=160054602_200529339_1_42_0__1050&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Oxy Breeze Ella,https://cf.bstatic.com/xdata/images/hotel/square200/297294445.webp?k=9678d9d7d103c3ac69a5dea9c09888622b20416092839350cd6a628765f3078d&o=," 6,081","1 night, 1 adult",King Room with Mountain View,1 extra-large double bed,10,Exceptional,6 reviews,https://www.booking.com/hotel/lk/oxy-breeze-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=721867101_309454566_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=168&highlighted_blocks=721867101_309454566_1_1_0&hpos=18&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=721867101_309454566_1_1_0__3087&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Summer Lesser,https://cf.bstatic.com/xdata/images/hotel/square200/239232207.webp?k=107b13a7282224b96bed412537944256ee4b7ccb966bec6fad22a9eb456cc38c&o=," 3,940","1 night, 1 adult",Deluxe Villa,1 extra-large double bed,8.9,Fabulous,41 reviews,https://www.booking.com/hotel/lk/ella-summer-lesser.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=415353602_204048734_1_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=170&highlighted_blocks=415353602_204048734_1_0_0&hpos=20&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=415353602_204048734_1_0_0__2000&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Richard Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/211552907.webp?k=320cbca62777a16854a05677896089b2b37111e98bbe73b65326be370d3ee860&o=," 9,397","1 night, 1 adult",Standard Double Room,2 single beds,9.1,Superb,244 reviews,https://www.booking.com/hotel/lk/richard-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=224867003_265503478_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=171&highlighted_blocks=224867003_265503478_1_1_0&hpos=21&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=224867003_265503478_1_1_0__4770&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Sunnyside Holiday Bungalow,https://cf.bstatic.com/xdata/images/hotel/square200/122852003.webp?k=beb4d69f92093309652f608d46c867e567b2eaea3528876d6941a18c0fb6c934&o=," 4,521","1 night, 1 adult",Double Room,1 large double bed,9.2,Superb,91 reviews,https://www.booking.com/hotel/lk/sunnyside-holiday-bungalow.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=36214501_117415238_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=173&highlighted_blocks=36214501_117415238_1_1_0&hpos=23&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=36214501_117415238_1_1_0__2295&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ridge View Holiday Inn,https://cf.bstatic.com/xdata/images/hotel/square200/295520958.webp?k=f8770bfc0ce38f5e786580154b424bbc7395902aa203787f3d5e22ad3ec3c83b&o=," 4,433","1 night, 1 adult",Double Room with Mountain View,1 extra-large double bed,10,Exceptional,3 reviews,https://www.booking.com/hotel/lk/ridge-view-holiday-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=724472701_310171492_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=175&highlighted_blocks=724472701_310171492_1_1_0&hpos=25&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=724472701_310171492_1_1_0__2250&srepoch=1621576334&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Festoon,https://cf.bstatic.com/xdata/images/hotel/square200/286711441.webp?k=e68e8cbeae073245e99511730e5e900ed85ed440a6efe043a92e309699333664&o=," 4,433","1 night, 1 adult",Standard Double Room,1 large double bed,9.6,Exceptional,65 reviews,https://www.booking.com/hotel/lk/ella-festoon.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=315485401_194876229_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=176&highlighted_blocks=315485401_194876229_1_41_0&hpos=1&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=315485401_194876229_1_41_0__2250&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Okeed Ella,https://cf.bstatic.com/xdata/images/hotel/square200/170485781.webp?k=75f5431f2be6b5466e4cf0e7b671ca7bb969439683d46cedc506dd92ff743dc5&o=," 4,925","1 night, 1 adult",Deluxe Room,1 large double bed,9.6,Exceptional,86 reviews,https://www.booking.com/hotel/lk/okeed-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=430119101_179504157_0_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=177&highlighted_blocks=430119101_179504157_0_0_0&hpos=2&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=430119101_179504157_0_0_0__2500&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Eco Diamond Palace,https://cf.bstatic.com/xdata/images/hotel/square200/137245824.webp?k=0b6c9135d93483feb228ef5a06cec59aadb6b4427f473c06229d40dbe183ed81&o=," 2,847","1 night, 1 adult",Quadruple Room with Mountain View,2 large double beds,9.3,Superb,55 reviews,https://www.booking.com/hotel/lk/diamond-palace.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=332045601_233333716_2_40_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=179&highlighted_blocks=332045601_233333716_2_40_0&hpos=4&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=332045601_233333716_2_40_0__1445&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Cloudy Hill Cottage,https://cf.bstatic.com/xdata/images/hotel/square200/109682668.webp?k=457a9bc1e6e89e6df3f0b1ccda15941719e7134abaa065f933eb0e7278c1870b&o=," 7,092","1 night, 1 adult",Double Room with Mountain View,1 large double bed,9.2,Superb,154 reviews,https://www.booking.com/hotel/lk/cloudy-hill-cottage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=253604201_114055457_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=180&highlighted_blocks=253604201_114055457_2_2_0&hpos=5&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=253604201_114055457_2_2_0__3600&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Serenity Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/290617369.webp?k=feae372e8cc9af3faa6dd1013ed204bf4bbd7d4fdc078299934ac5a9f5cfd673&o=," 3,152","1 night, 1 adult",Budget Double Room,1 double bed,8.9,Fabulous,29 reviews,https://www.booking.com/hotel/lk/serenity-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=216180201_223338152_2_9_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=181&highlighted_blocks=216180201_223338152_2_9_0&hpos=6&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=216180201_223338152_2_9_0__1600&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
White House Ella,https://cf.bstatic.com/xdata/images/hotel/square200/107772303.webp?k=ce3271d10b56694f1eafa4a691e3d25fa8cb43a70315051f0c864cfb71e3529a&o=," 6,233","1 night, 1 adult",Budget Double Room,1 double bed,8.9,Fabulous,318 reviews,https://www.booking.com/hotel/lk/white-house-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=152129302_273719809_2_33_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=182&highlighted_blocks=152129302_273719809_2_33_0&hpos=7&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=152129302_273719809_2_33_0__3164&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Mountain Palace,https://cf.bstatic.com/xdata/images/hotel/square200/233940151.webp?k=d710edf7ea1044f23b3182c242a71acc9e7c12104065b0a96883a34997101917&o=," 6,698","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,9.2,Superb,24 reviews,https://www.booking.com/hotel/lk/ella-mountain-palace.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=168022303_237291571_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=186&highlighted_blocks=168022303_237291571_1_1_0&hpos=11&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=168022303_237291571_1_1_0__3400&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
adam's apple homestay,https://cf.bstatic.com/xdata/images/hotel/square200/171872002.webp?k=b1c872c2e25b4d4e8d19e6d52f17c4eab97925fe64e4f9ee0b9a1a3c8c1d960e&o=," 4,925","1 night, 1 adult",Budget Double Room,1 extra-large double bed,9.8,Exceptional,192 reviews,https://www.booking.com/hotel/lk/adam-39-s-apple-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=382826701_121109738_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=187&highlighted_blocks=382826701_121109738_2_2_0&hpos=12&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=382826701_121109738_2_2_0__2500&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Eeshani Guest Inn,https://cf.bstatic.com/xdata/images/hotel/square200/80063090.webp?k=0a4a6695283bcf4715991ea60bc8e633ef462c4432da2ec3381d50a579049fec&o=," 4,531","1 night, 1 adult",Standard Double Room,1 double bed,8.8,Fabulous,115 reviews,https://www.booking.com/hotel/lk/eeshani-guest-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=197307504_265504703_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=190&highlighted_blocks=197307504_265504703_2_2_0&hpos=15&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=197307504_265504703_2_2_0__2300&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Green Wood Hotel,https://cf.bstatic.com/xdata/images/hotel/square200/290613594.webp?k=c118a1710cb11ff3c0f97a39255c2e996ebfaa768bc1a53fde70bd03a854465b&o=," 5,861","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,10,Exceptional,3 reviews,https://www.booking.com/hotel/lk/green-wood.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=555635801_247557771_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=191&highlighted_blocks=555635801_247557771_1_1_0&hpos=16&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=555635801_247557771_1_1_0__2975&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Nature Village Inn,https://cf.bstatic.com/xdata/images/hotel/square200/97717486.webp?k=7934abf5a04ce53be49140fa5e27d02ed59f597b860880bb8d115c3b49114522&o=," 4,186","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,8.3,Very good,147 reviews,https://www.booking.com/hotel/lk/nature-village-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=222728303_265361724_0_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=192&highlighted_blocks=222728303_265361724_0_2_0&hpos=17&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=222728303_265361724_0_2_0__2125&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
The Blue View Ella,https://cf.bstatic.com/xdata/images/hotel/square200/44496156.webp?k=361c20442fc6f0eae026d29ce08b6ed26aec3896e0cb976e7c456d16ecc68840&o=," 4,521","1 night, 1 adult",Budget Triple Room,3 single beds,8.6,Fabulous,286 reviews,https://www.booking.com/hotel/lk/the-blue-view-ella-ella2.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=133440302_232266570_0_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=193&highlighted_blocks=133440302_232266570_0_2_0&hpos=18&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=133440302_232266570_0_2_0__2295&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
